,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
392,106530,Female,Loyal Customer,26,Personal Travel,Eco,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93,neutral or dissatisfied
393,28676,Female,Loyal Customer,27,Business travel,Business,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,satisfied
394,39553,Male,Loyal Customer,16,Business travel,Business,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0,satisfied
395,109597,Female,disloyal Customer,24,Business travel,Eco,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,neutral or dissatisfied
396,62291,Male,disloyal Customer,34,Business travel,Business,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0,neutral or dissatisfied
397,40177,Female,Loyal Customer,30,Business travel,Business,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,satisfied
398,33413,Male,Loyal Customer,50,Business travel,Eco,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0,satisfied
399,127599,Male,disloyal Customer,21,Business travel,Eco,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0,neutral or dissatisfied
400,66723,Male,Loyal Customer,61,Personal Travel,Eco,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0,neutral or dissatisfied
401,73698,Female,Loyal Customer,32,Business travel,Business,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,neutral or dissatisfied
402,27641,Female,Loyal Customer,22,Personal Travel,Eco Plus,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,neutral or dissatisfied
403,83891,Male,Loyal Customer,46,Business travel,Business,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0,neutral or dissatisfied
404,51662,Female,disloyal Customer,15,Business travel,Eco,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8,neutral or dissatisfied
405,19833,Female,Loyal Customer,29,Personal Travel,Eco,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14,neutral or dissatisfied
406,63416,Female,Loyal Customer,12,Personal Travel,Eco,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88,neutral or dissatisfied
407,7645,Male,disloyal Customer,50,Business travel,Business,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17,neutral or dissatisfied
408,86002,Male,Loyal Customer,54,Business travel,Eco,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0,neutral or dissatisfied
409,64457,Male,Loyal Customer,69,Personal Travel,Eco,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3,neutral or dissatisfied
410,109551,Male,Loyal Customer,38,Personal Travel,Eco,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0,neutral or dissatisfied
411,86553,Female,disloyal Customer,25,Business travel,Eco Plus,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,neutral or dissatisfied
412,17491,Male,Loyal Customer,26,Business travel,Eco,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99,neutral or dissatisfied
413,114667,Female,Loyal Customer,53,Business travel,Business,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,satisfied
414,59149,Male,Loyal Customer,47,Business travel,Business,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55,satisfied
415,74892,Male,Loyal Customer,42,Business travel,Business,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0,satisfied
416,15197,Male,disloyal Customer,19,Business travel,Eco,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121,neutral or dissatisfied
417,6867,Male,Loyal Customer,63,Personal Travel,Eco,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11,neutral or dissatisfied
418,111943,Male,disloyal Customer,18,Business travel,Eco,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0,neutral or dissatisfied
419,46720,Male,Loyal Customer,52,Personal Travel,Eco,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0,neutral or dissatisfied
420,67966,Male,Loyal Customer,60,Business travel,Eco Plus,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3,neutral or dissatisfied
421,33341,Male,Loyal Customer,38,Business travel,Business,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0,satisfied
422,50319,Male,Loyal Customer,41,Business travel,Eco,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0,satisfied
423,82927,Male,Loyal Customer,41,Business travel,Business,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0,satisfied
424,14562,Female,disloyal Customer,15,Business travel,Eco,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6,neutral or dissatisfied
425,108335,Female,Loyal Customer,49,Business travel,Eco,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117,neutral or dissatisfied
426,97959,Male,Loyal Customer,18,Personal Travel,Eco,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71,satisfied
427,1026,Female,Loyal Customer,39,Business travel,Eco,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,satisfied
428,26910,Female,Loyal Customer,25,Business travel,Business,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,neutral or dissatisfied
429,14054,Male,disloyal Customer,28,Business travel,Business,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,satisfied
430,109458,Female,Loyal Customer,37,Business travel,Business,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,satisfied
431,51772,Female,Loyal Customer,31,Personal Travel,Eco,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75,neutral or dissatisfied
432,15019,Female,Loyal Customer,32,Personal Travel,Eco,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63,neutral or dissatisfied
433,23664,Female,disloyal Customer,25,Business travel,Eco,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5,neutral or dissatisfied
434,6731,Male,Loyal Customer,55,Business travel,Business,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0,satisfied
435,57753,Male,Loyal Customer,51,Business travel,Business,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75,satisfied
436,29788,Female,Loyal Customer,40,Business travel,Business,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,satisfied
437,28336,Male,Loyal Customer,25,Business travel,Business,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0,satisfied
438,2878,Female,Loyal Customer,70,Personal Travel,Eco,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14,neutral or dissatisfied
439,81675,Female,Loyal Customer,55,Business travel,Eco,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11,neutral or dissatisfied
440,50905,Male,Loyal Customer,53,Personal Travel,Eco,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55,neutral or dissatisfied
441,90850,Male,Loyal Customer,73,Business travel,Business,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0,neutral or dissatisfied
442,29340,Female,Loyal Customer,32,Business travel,Eco Plus,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,satisfied
443,68731,Male,Loyal Customer,30,Personal Travel,Eco Plus,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0,neutral or dissatisfied
444,115978,Male,Loyal Customer,19,Personal Travel,Eco,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92,neutral or dissatisfied
445,29829,Male,Loyal Customer,33,Business travel,Business,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0,satisfied
446,82401,Female,Loyal Customer,13,Personal Travel,Eco,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,neutral or dissatisfied
447,80083,Male,Loyal Customer,53,Business travel,Eco Plus,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0,satisfied
448,42783,Female,disloyal Customer,31,Business travel,Eco,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20,neutral or dissatisfied
449,39020,Male,Loyal Customer,62,Business travel,Business,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0,satisfied
450,46111,Male,Loyal Customer,29,Personal Travel,Eco,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11,neutral or dissatisfied
451,66327,Male,Loyal Customer,57,Business travel,Business,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7,satisfied
452,43012,Male,Loyal Customer,34,Business travel,Business,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0,satisfied
453,82776,Male,disloyal Customer,45,Business travel,Eco,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44,neutral or dissatisfied
454,48215,Female,Loyal Customer,65,Personal Travel,Eco,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,neutral or dissatisfied
455,57441,Female,Loyal Customer,48,Business travel,Business,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
456,55928,Female,Loyal Customer,8,Personal Travel,Eco,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,neutral or dissatisfied
457,98446,Male,Loyal Customer,36,Personal Travel,Eco,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12,neutral or dissatisfied
458,121273,Female,Loyal Customer,48,Business travel,Business,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,satisfied
459,59385,Female,Loyal Customer,10,Personal Travel,Eco,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,neutral or dissatisfied
460,27078,Male,disloyal Customer,24,Business travel,Eco,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,satisfied
461,104661,Male,Loyal Customer,52,Business travel,Business,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,7,satisfied
462,111483,Male,disloyal Customer,43,Business travel,Eco,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,0,neutral or dissatisfied
463,11558,Female,Loyal Customer,21,Business travel,Business,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,satisfied
464,83673,Female,disloyal Customer,24,Business travel,Eco,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,neutral or dissatisfied
465,120382,Male,disloyal Customer,40,Business travel,Business,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,0,satisfied
466,82170,Female,Loyal Customer,8,Personal Travel,Eco,237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,neutral or dissatisfied
467,117397,Female,Loyal Customer,40,Business travel,Business,544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,satisfied
468,59357,Male,Loyal Customer,41,Business travel,Business,2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,0,satisfied
469,91983,Female,Loyal Customer,67,Personal Travel,Eco Plus,2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,neutral or dissatisfied
470,119617,Male,Loyal Customer,40,Business travel,Business,3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,28,satisfied
471,90639,Female,Loyal Customer,51,Business travel,Business,366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,satisfied
472,59638,Female,Loyal Customer,59,Business travel,Business,956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,13,neutral or dissatisfied
473,119074,Male,Loyal Customer,29,Business travel,Business,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,0,satisfied
474,13395,Male,Loyal Customer,70,Personal Travel,Eco,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45,satisfied
475,108871,Male,Loyal Customer,12,Personal Travel,Eco Plus,1892,4,1,4,2,5,4,5,5,2,3,2,1,2,5,28,45,neutral or dissatisfied
476,104029,Male,disloyal Customer,26,Business travel,Business,1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,0,satisfied
477,12025,Male,Loyal Customer,41,Business travel,Business,3423,3,3,3,3,4,2,4,5,5,5,5,4,5,1,0,0,satisfied
478,42755,Male,Loyal Customer,60,Business travel,Business,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,0,satisfied
479,32936,Male,Loyal Customer,39,Personal Travel,Eco,163,3,5,3,1,1,3,1,1,4,2,5,3,4,1,0,0,neutral or dissatisfied
480,53978,Female,Loyal Customer,68,Personal Travel,Eco,1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,neutral or dissatisfied
481,70029,Male,Loyal Customer,32,Business travel,Business,2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,0,satisfied
482,96407,Male,Loyal Customer,18,Personal Travel,Eco,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0,neutral or dissatisfied
483,127129,Male,Loyal Customer,15,Personal Travel,Eco,304,3,5,3,2,2,3,1,2,3,5,4,5,4,2,0,0,neutral or dissatisfied
484,113946,Female,Loyal Customer,43,Business travel,Business,1750,1,3,1,1,5,5,4,4,4,4,4,4,4,5,0,7,satisfied
485,40606,Male,Loyal Customer,49,Personal Travel,Eco,216,3,4,0,3,3,0,3,3,4,5,3,4,4,3,0,0,neutral or dissatisfied
486,7742,Male,Loyal Customer,25,Personal Travel,Eco,489,3,3,3,2,3,3,5,3,4,1,5,2,4,3,8,14,neutral or dissatisfied
487,128529,Female,Loyal Customer,50,Personal Travel,Eco,370,2,1,2,3,1,4,3,4,4,2,4,1,4,3,0,0,neutral or dissatisfied
488,80556,Female,Loyal Customer,39,Business travel,Business,1747,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,123,satisfied
489,22155,Female,Loyal Customer,33,Business travel,Business,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,satisfied
490,56314,Male,Loyal Customer,17,Personal Travel,Business,200,3,1,3,4,2,3,2,2,4,1,3,4,3,2,40,27,neutral or dissatisfied
491,82206,Male,Loyal Customer,41,Business travel,Business,405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,5,satisfied
492,68344,Male,Loyal Customer,31,Business travel,Business,1598,5,5,5,5,4,4,4,4,3,4,5,5,4,4,0,0,satisfied
493,18464,Female,disloyal Customer,39,Business travel,Business,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,satisfied
494,129310,Male,Loyal Customer,64,Business travel,Business,2475,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,0,satisfied
495,70613,Male,Loyal Customer,52,Business travel,Business,3935,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,25,satisfied
496,8558,Female,Loyal Customer,30,Business travel,Business,2657,4,5,4,5,1,1,4,1,3,1,4,3,3,1,8,7,neutral or dissatisfied
497,86840,Female,Loyal Customer,42,Business travel,Eco,292,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,29,satisfied
498,122170,Female,Loyal Customer,48,Business travel,Business,544,2,2,2,2,4,4,5,4,4,5,4,3,4,5,62,46,satisfied
499,24839,Male,Loyal Customer,29,Personal Travel,Eco,861,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,0,neutral or dissatisfied
